dataset	sample	score	ontology	similarity	pca	Celltype..Original.	Consortia	Library	CellType..Condensed.
Combat	R_ENCBS100DZU	0.182429383190674	Jaccard	Pearson	PC 1-4	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	E_020UWI_887WTT	-0.299209591637276	Jaccard	Pearson	PC 1-4	Uterus	ENCODE	Paired	Uterus
Combat	R_ENCBS859ASH	0.748296363657833	Jaccard	Pearson	PC 1-4	Left Lung	Roadmap	Single	Lung
Combat	B_C006NSB1	0.601446670646881	Jaccard	Pearson	PC 1-4	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
Combat	R_ENCBS878MRX	0.205586135996173	Jaccard	Pearson	PC 1-4	Stomach	Roadmap	Single	Stomach
Combat	R_ENCBS300UPT	-0.328411308381147	Jaccard	Pearson	PC 1-4	Spinal Cord	Roadmap	Single	Spinal Cord
Combat	E_665DRD	0.405197158413185	Jaccard	Pearson	PC 1-4	Skeletal Muscle Myoblast	ENCODE	Single	Skeletal Muscle Myoblast
Combat	B_S001MJ12	0.569859723011893	Jaccard	Pearson	PC 1-4	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
Combat	B_S00Y0511	0.458976332971483	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	E_112ENC_124GGK_774AAA_719AAA_743IPG	0.136500127792183	Jaccard	Pearson	PC 1-4	Endothelial Cell Of Umbilical Vein	ENCODE	Single	Endothelial Cell Of Umbilical Vein
Combat	B_S001S714	0.586413592454622	Jaccard	Pearson	PC 1-4	Macrophage	Blueprint	Paired	Macrophage
Combat	B_S013RU11	0.495158075368214	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS174IGM	0.160598966654622	Jaccard	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS516CJQ	0.151061668341223	Jaccard	Pearson	PC 1-4	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	E_374AAA	0.354087204500286	Jaccard	Pearson	PC 1-4	Bipolar Spindle Neuron	ENCODE	Paired	Bipolar Spindle Neuron
Combat	R_ENCBS407ALA	-0.303836909775124	Jaccard	Pearson	PC 1-4	Heart	Roadmap	Single	Heart
Combat	E_485ENC	0.392784014665038	Jaccard	Pearson	PC 1-4	Hematopoietic Multipotent Progenitor Cell	ENCODE	Single	Hematopoietic Multipotent Progenitor Cell
Combat	R_ENCBS011TVS	0.160761073708107	Jaccard	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS281CNH	0.17750599548292	Jaccard	Pearson	PC 1-4	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	E_297CQV_291AAA_624XJG	0.500211737026546	Jaccard	Pearson	PC 1-4	H7-Hesc	ENCODE	Single	H7-Hesc
Combat	B_S013M311	0.506957671093828	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	E_340AAA_936GPP_612ENC_613ENC	-0.160096220143536	Jaccard	Pearson	PC 1-4	Fibroblast Of Lung	ENCODE	Single	Fibroblast
Combat	B_S00D4711	0.471536776946071	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	B_S00XVL11	0.507415776657778	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	E_767POE_974EYF	0.0699472543395567	Jaccard	Pearson	PC 1-4	Transverse Colon	ENCODE	Paired	Transverse Colon
Combat	R_ENCBS855RFN	0.15798716249078	Jaccard	Pearson	PC 1-4	Right Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS226ZND	-0.0300069989205318	Jaccard	Pearson	PC 1-4	Left Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS578HBL	0.25614318728022	Jaccard	Pearson	PC 1-4	Stomach	Roadmap	Single	Stomach
Combat	E_044KWE	0.32400150370684	Jaccard	Pearson	PC 1-4	Neural Progenitor Cell	ENCODE	Paired	Neural Progenitor Cell
Combat	E_004ENC_008ENC	-0.148459564010246	Jaccard	Pearson	PC 1-4	Fibroblast Of Lung	ENCODE	Single	Fibroblast
Combat	R_ENCBS517FUR	0.149654898418741	Jaccard	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS145EYH	0.162833993466913	Jaccard	Pearson	PC 1-4	Right Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS257BTU	0.154557598193084	Jaccard	Pearson	PC 1-4	Left Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS008QPC	0.222243857993711	Jaccard	Pearson	PC 1-4	Psoas Muscle	Roadmap	Single	Psoas Muscle
Combat	B_S013QW11	0.468770949251657	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS090AGL	0.0689415508715461	Jaccard	Pearson	PC 1-4	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	R_ENCBS610XAP	0.163272437318042	Jaccard	Pearson	PC 1-4	Left Kidney	Roadmap	Single	Kidney
Combat	B_S00D3911	0.466726668524591	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	E_369AAA	0.343770156514498	Jaccard	Pearson	PC 1-4	Bipolar Spindle Neuron	ENCODE	Paired	Bipolar Spindle Neuron
Combat	R_ENCBS220QDW	0.263529651703514	Jaccard	Pearson	PC 1-4	Stomach	Roadmap	Single	Stomach
Combat	R_ENCBS136EGD	0.155475401297488	Jaccard	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS054CPR	-0.243023438444426	Jaccard	Pearson	PC 1-4	Thymus	Roadmap	Single	Thymus
Combat	R_ENCBS516MKG	0.747355065544285	Jaccard	Pearson	PC 1-4	Left Lung	Roadmap	Single	Lung
Combat	B_C001UYB4	0.502630751983471	Jaccard	Pearson	PC 1-4	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
Combat	E_021ENC	0.314509729706452	Jaccard	Pearson	PC 1-4	Astrocyte	ENCODE	Single	Astrocyte
Combat	E_942WBM_724UYV	0.484752449718851	Jaccard	Pearson	PC 1-4	Adrenal Gland	ENCODE	Paired	Intestine
Combat	E_526EMC	0.28658628485774	Jaccard	Pearson	PC 1-4	Myotube	ENCODE	Single	Myotube
Combat	B_S00JRB11	0.53748607370494	Jaccard	Pearson	PC 1-4	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
Combat	R_ENCBS405WVO	0.143929857268595	Jaccard	Pearson	PC 1-4	Fibroblast Of Skin Of Abdomen	Roadmap	Single	Fibroblast
Combat	R_ENCBS142XDW	0.175344380832525	Jaccard	Pearson	PC 1-4	Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS183TBX	0.176768531197934	Jaccard	Pearson	PC 1-4	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	R_ENCBS574MIZ	0.745572620487234	Jaccard	Pearson	PC 1-4	Left Lung	Roadmap	Single	Lung
Combat	B_S00XYF11	0.489219283265044	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	X4103	0.163085210760911	Jaccard	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	B_S00JQD11	0.540655959891318	Jaccard	Pearson	PC 1-4	Macrophage	Blueprint	Single	Macrophage
Combat	B_S002R512	0.569042730920856	Jaccard	Pearson	PC 1-4	Erythroblast	Blueprint	Paired	Erythroblast
Combat	E_0052WQU	0.318374449952121	Jaccard	Pearson	PC 1-4	Astrocyte	ENCODE	Single	Astrocyte
Combat	R_ENCBS827OFK	0.150225355378359	Jaccard	Pearson	PC 1-4	Right Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS892WJE	0.155911985066534	Jaccard	Pearson	PC 1-4	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	B_S00C0J11	0.556087201653715	Jaccard	Pearson	PC 1-4	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Combat	R_ENCBS479AOA	0.160563966268074	Jaccard	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS645HGQ	0.155533735275068	Jaccard	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	B_S00D1D11	0.45494672343979	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	B_C005VG11	0.555842797410751	Jaccard	Pearson	PC 1-4	Macrophage	Blueprint	Paired	Macrophage
Ranks	R_ENCBS984JKS	0.169681239584609	Jaccard	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Ranks	R_ENCBS122USS	0.581628288837427	Jaccard	Pearson	PC 1-4	Right Lung	Roadmap	Single	Lung
Ranks	R_ENCBS020XIW	0.159316079082656	Jaccard	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Ranks	R_ENCBS897YOR	0.161594122648874	Jaccard	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Ranks	R_ENCBS484BGT	-0.46512054493697	Jaccard	Pearson	PC 1-4	Thymus	Roadmap	Single	Thymus
Ranks	E_293AAA	0.491202822122661	Jaccard	Pearson	PC 1-4	H7-Hesc	ENCODE	Single	H7-Hesc
Ranks	E_372AAA	0.245907484689819	Jaccard	Pearson	PC 1-4	Fibroblast Of Arm	ENCODE	Paired	Fibroblast
Ranks	B_S00XUN11	0.607736642688937	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	B_C0010KB1	0.543308650814318	Jaccard	Pearson	PC 1-4	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
Ranks	R_ENCBS119WRO	0.325221240819878	Jaccard	Pearson	PC 1-4	Adrenal Gland	Roadmap	Single	Kidney
Ranks	E_310EYM_210YNQ	0.213329458486865	Jaccard	Pearson	PC 1-4	Uterus	ENCODE	Paired	Uterus
Ranks	R_ENCBS611ZBY	0.169976426203086	Jaccard	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Ranks	R_ENCBS586CPQ	0.164583354228385	Jaccard	Pearson	PC 1-4	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Ranks	E_236AFP_140MNV	0.43452294599896	Jaccard	Pearson	PC 1-4	Myotube	ENCODE	Single	Myotube
Ranks	B_S013PY11	0.581087721986656	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	E_624WYQ_702NUN	0.337430100805859	Jaccard	Pearson	PC 1-4	Thyroid Gland	ENCODE	Paired	Thyroid Gland
Ranks	R_ENCBS507RPJ	0.219951126496132	Jaccard	Pearson	PC 1-4	Pancreas	Roadmap	Single	Pancreas
Ranks	E_174MRL_767MGS	0.157623985406331	Jaccard	Pearson	PC 1-4	Transverse Colon	ENCODE	Paired	Transverse Colon
Ranks	E_197JOA_315DHM	0.238482272649179	Jaccard	Pearson	PC 1-4	Testis	ENCODE	Paired	Testis
Ranks	R_ENCBS588ZWT	0.0476928679984436	Jaccard	Pearson	PC 1-4	Large Intestine	Roadmap	Single	Intestine
Ranks	B_S00BYT11	0.518831497546291	Jaccard	Pearson	PC 1-4	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
Ranks	B_C0066P12	0.556974516220651	Jaccard	Pearson	PC 1-4	Cd8-Positive, Alpha-Beta T Cell	Blueprint	Paired	T-Cell
Ranks	R_ENCBS336CDQ	0.173619092102579	Jaccard	Pearson	PC 1-4	Skin Fibroblast	Roadmap	Single	Fibroblast
Ranks	E_279OPH_711CPB	0.119710807970392	Jaccard	Pearson	PC 1-4	Ovary	ENCODE	Paired	Ovary
Ranks	E_423TBO_548ULT	-0.261070522958372	Jaccard	Pearson	PC 1-4	Adrenal Gland	ENCODE	Paired	Intestine
Ranks	E_869RCC_231OMQ	0.445130545748944	Jaccard	Pearson	PC 1-4	Lhcn-M2	ENCODE	Single	Lhcn-M2
Ranks	R_ENCBS948PMG	-0.439177991078625	Jaccard	Pearson	PC 1-4	Thymus	Roadmap	Single	Thymus
Ranks	E_074ENC_911DVL_753AAA_754AAA	0.468960726358059	Jaccard	Pearson	PC 1-4	Foreskin Fibroblast	ENCODE	Single	Fibroblast
Ranks	R_ENCBS099OIO	0.16452668337969	Jaccard	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Ranks	R_ENCBS615YKY	0.0905769856687385	Jaccard	Pearson	PC 1-4	Small Intestine	Roadmap	Single	Intestine
Ranks	E_409AIP_174MRL	0.186589856523928	Jaccard	Pearson	PC 1-4	Transverse Colon	ENCODE	Paired	Transverse Colon
Ranks	E_111ENC_780AAA_716AAA_051SJH_731AAA_734AAA_733AAA_732AAA	-0.0240543406728865	Jaccard	Pearson	PC 1-4	H1-Hesc	ENCODE	Single	H1-Hesc
Ranks	B_S00BXV11	0.558493068894382	Jaccard	Pearson	PC 1-4	Macrophage	Blueprint	Single	Macrophage
Ranks	E_477CHZ_628ENC_626ENC	0.569204365618409	Jaccard	Pearson	PC 1-4	Cd14-Positive Monocyte	ENCODE	Single	Monocyte
Ranks	R_ENCBS345TTL	0.168252635992235	Jaccard	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Ranks	E_077RUJ	0.028503052688567	Jaccard	Pearson	PC 1-4	Hepatocyte	ENCODE	Paired	Hepatocyte
Ranks	B_S005EJ11	0.593937921356825	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS645JEU	-0.501199968438026	Jaccard	Pearson	PC 1-4	Ovary	Roadmap	Single	Ovary
Ranks	R_ENCBS054WKY	0.170476499736075	Jaccard	Pearson	PC 1-4	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Ranks	B_S00XWJ11	0.572653786065034	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	B_C005PS12	0.544910597101631	Jaccard	Pearson	PC 1-4	Cd14-Positive, Cd16-Negative Classical Monocyte	Blueprint	Paired	Monocyte
Ranks	R_ENCBS917VNB	0.527954508075247	Jaccard	Pearson	PC 1-4	Right Lung	Roadmap	Single	Lung
Ranks	B_S00D0F11	0.59876336335363	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS026RJE	0.0135181770617581	Jaccard	Pearson	PC 1-4	Renal Cortex Interstitium 	Roadmap	Single	Kidney
Ranks	R_ENCBS620YJZ	0.0559808344052868	Jaccard	Pearson	PC 1-4	Renal Cortex Interstitium 	Roadmap	Single	Kidney
Ranks	B_C0011IB1	0.552432158502457	Jaccard	Pearson	PC 1-4	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
Ranks	R_ENCBS914JTX	0.206661747656785	Jaccard	Pearson	PC 1-4	Pancreas	Roadmap	Single	Pancreas
Ranks	B_S00CYP11	0.596328844411256	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS180EDA	0.19172762487501	Jaccard	Pearson	PC 1-4	Skin Fibroblast	Roadmap	Single	Fibroblast
Ranks	B_S008H111	0.537938736662416	Jaccard	Pearson	PC 1-4	Cd4-Positive, Alpha-Beta T Cell	Blueprint	Paired	T-Cell
Ranks	R_ENCBS448HVV	0.0695893111710093	Jaccard	Pearson	PC 1-4	Renal Cortex Interstitium 	Roadmap	Single	Kidney
Ranks	R_ENCBS143LJK	0.597726746480957	Jaccard	Pearson	PC 1-4	Left Lung	Roadmap	Single	Lung
Ranks	B_S00CWT11	0.55893229173442	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	B_S00B0N11	0.313895979614317	Jaccard	Pearson	PC 1-4	Chronic Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
Ranks	R_ENCBS992XAC	0.148539276481941	Jaccard	Pearson	PC 1-4	Muscle Of Trunk	Roadmap	Single	Muscle Of Trunk
Ranks	R_ENCBS180RZG	0.155182220910824	Jaccard	Pearson	PC 1-4	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Ranks	R_ENCBS143XQJ	0.147171703034314	Jaccard	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Ranks	R_ENCBS529UES	0.100259019905438	Jaccard	Pearson	PC 1-4	Small Intestine	Roadmap	Single	Intestine
Ranks	B_S005FH11	0.606085604132725	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS785KTZ	0.00191069655103262	Jaccard	Pearson	PC 1-4	Renal Pelvis	Roadmap	Single	Kidney
Ranks	R_ENCBS434EOI	0.0489463409502302	Jaccard	Pearson	PC 1-4	Kidney	Roadmap	Single	Kidney
Ranks	R_ENCBS291NHF	-0.0111663509914205	Jaccard	Pearson	PC 1-4	Stomach	Roadmap	Single	Stomach
Ranks	R_ENCBS172XKB	-0.31514055397348	Jaccard	Pearson	PC 1-4	Heart	Roadmap	Single	Heart
Ranks	B_S00HTF11	0.568989686885066	Jaccard	Pearson	PC 1-4	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Ranks	R_ENCBS599HUG	-0.453958431077198	Jaccard	Pearson	PC 1-4	Spleen	Roadmap	Single	Spleen
Ranks	X4102	0.0997080612818369	Jaccard	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	X4125	0.086208516324987	Jaccard	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	R_ENCBS421OZO	0.593142231776171	Jaccard	Pearson	PC 1-4	Right Lung	Roadmap	Single	Lung
Ranks	B_S00Y1311	0.575315626423106	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	B_S00CS011	0.532300102071421	Jaccard	Pearson	PC 1-4	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
Ranks	R_ENCBS246MHN	-0.0129642382323348	Jaccard	Pearson	PC 1-4	Stomach	Roadmap	Single	Stomach
Ranks	R_ENCBS699KFK	0.201034833551098	Jaccard	Pearson	PC 1-4	Large Intestine	Roadmap	Single	Intestine
Ranks	E_234AAA	0.445195954455937	Jaccard	Pearson	PC 1-4	Lhcn-M2	ENCODE	Single	Lhcn-M2
Ranks	B_S013SS11	0.65784201949933	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS674SNK	0.0658994784400508	Jaccard	Pearson	PC 1-4	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Ranks	B_S00CTZ11	0.602772056035931	Jaccard	Pearson	PC 1-4	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Ranks	R_ENCBS867ILV	0.184349000344406	Jaccard	Pearson	PC 1-4	Large Intestine	Roadmap	Single	Intestine
Ranks	B_S00Y6U11	0.615605077664108	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS796DWQ	-0.53249274094305	Jaccard	Pearson	PC 1-4	Testis	Roadmap	Single	Testis
Ranks	R_ENCBS341OKA	-0.240314040726112	Jaccard	Pearson	PC 1-4	Ovary	Roadmap	Single	Ovary
Ranks	X4116	0.0802462224920358	Jaccard	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	B_S00D5511	0.612927667346057	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS263ZZU	0.0397310290644318	Jaccard	Pearson	PC 1-4	Kidney	Roadmap	Single	Kidney
Ranks	R_ENCBS159PIU	-0.0184227336142507	Jaccard	Pearson	PC 1-4	Stomach	Roadmap	Single	Stomach
Ranks	X4111	0.0743648873177732	Jaccard	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	E_852WTL_483ENC	0.50026003498737	Jaccard	Pearson	PC 1-4	B Cell	ENCODE	Single	B Cell
Ranks	B_S00HSH11	0.544473289163263	Jaccard	Pearson	PC 1-4	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
Ranks	R_ENCBS376PWL	0.0554116348920216	Jaccard	Pearson	PC 1-4	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Ranks	R_ENCBS262QPN	0.0436813381332714	Jaccard	Pearson	PC 1-4	Renal Pelvis	Roadmap	Single	Kidney
Ranks	E_328AAA	0.562103784997316	Jaccard	Pearson	PC 1-4	Skeletal Muscle Myoblast	ENCODE	Single	Skeletal Muscle Myoblast
Ranks	R_ENCBS478OZL	0.0346335547260348	Jaccard	Pearson	PC 1-4	Kidney	Roadmap	Single	Kidney
Ranks	R_ENCBS993PWO	0.590587316689909	Jaccard	Pearson	PC 1-4	Right Lung	Roadmap	Single	Lung
Ranks	B_S00B2J11	0.323033256945479	Jaccard	Pearson	PC 1-4	Chronic Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
Ranks	R_ENCBS384LIR	0.162929935510968	Jaccard	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Ranks	R_ENCBS023IXF	0.0987112770778133	Jaccard	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Ranks	B_S00HRJ11	0.545292889808554	Jaccard	Pearson	PC 1-4	Macrophage	Blueprint	Single	Macrophage
Ranks	E_589ENC_591ENC_818IBE_567ENC_565ENC_569ENC_564ENC_563ENC_586ENC	0.402262002752517	Jaccard	Pearson	PC 1-4	Keratinocyte	ENCODE	Single	Keratinocyte
Ranks	R_ENCBS117CVU	0.593711790895401	Jaccard	Pearson	PC 1-4	Left Lung	Roadmap	Single	Lung
Ranks	R_ENCBS078XUR	0.589613333207025	Jaccard	Pearson	PC 1-4	Left Lung	Roadmap	Single	Lung
Ranks	B_S004BT12	0.630258659710962	Jaccard	Pearson	PC 1-4	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
Ranks	B_S00CR211	0.564582776424518	Jaccard	Pearson	PC 1-4	Macrophage	Blueprint	Single	Macrophage
Ranks	B_S00Y4Y11	0.653643735490494	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS136SDO	0.161652661767307	Jaccard	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Ranks	R_ENCBS623YHX	0.157204791679292	Jaccard	Pearson	PC 1-4	Small Intestine	Roadmap	Single	Intestine
Ranks	B_S0022I12	0.623070250740593	Jaccard	Pearson	PC 1-4	Macrophage	Blueprint	Paired	Macrophage
Ranks	R_ENCBS133LAN	0.183760409116348	Jaccard	Pearson	PC 1-4	Small Intestine	Roadmap	Single	Intestine
Ranks	B_S0022I14	0.618661428808684	Jaccard	Pearson	PC 1-4	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
Ranks	E_524RBS_291PVB	0.227348482536478	Jaccard	Pearson	PC 1-4	Prostate Gland	ENCODE	Paired	Prostate Gland
Ranks	B_S002S312	0.617242459065222	Jaccard	Pearson	PC 1-4	Erythroblast	Blueprint	Paired	Erythroblast
Ranks	X4101	0.078675624513479	Jaccard	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	E_018TPT	0.41390086169883	Jaccard	Pearson	PC 1-4	Neural Progenitor Cell	ENCODE	Paired	Neural Progenitor Cell
Ranks	B_S00JS911	0.534352840465707	Jaccard	Pearson	PC 1-4	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Ranks	R_ENCBS383OVQ	0.00691933729725662	Jaccard	Pearson	PC 1-4	Large Intestine	Roadmap	Single	Intestine
Ranks	X4105	0.0753002712050818	Jaccard	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	X4104	0.0735266538208908	Jaccard	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	X4107	0.0794721331631912	Jaccard	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	X4109	0.0861618094065128	Jaccard	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	X4108	0.0784987609821903	Jaccard	Pearson	PC 1-4	Hepatocyte	DEEP	Paired	Hepatocyte
Ranks	E_921WWM_472LWI	0.408028865090054	Jaccard	Pearson	PC 1-4	Gastrocnemius Medialis	ENCODE	Paired	Muscle Of Leg
Ranks	R_ENCBS636QOC	-0.00208561178328778	Jaccard	Pearson	PC 1-4	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Ranks	R_ENCBS261IIB	0.165821394307566	Jaccard	Pearson	PC 1-4	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Ranks	R_ENCBS445IVN	0.16727103603041	Jaccard	Pearson	PC 1-4	Large Intestine	Roadmap	Single	Intestine
Ranks	R_ENCBS890NFL	0.0923137852324277	Jaccard	Pearson	PC 1-4	Skin Fibroblast	Roadmap	Single	Fibroblast
Ranks	R_ENCBS441WEO	0.284088003084372	Jaccard	Pearson	PC 1-4	Stomach	Roadmap	Single	Stomach
Ranks	B_S00DFM11	0.411033888988273	Jaccard	Pearson	PC 1-4	Acute Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
Ranks	E_658GLE_376ASB	0.344259942782398	Jaccard	Pearson	PC 1-4	Thyroid Gland	ENCODE	Paired	Thyroid Gland
Ranks	E_367AAA	0.246198977103512	Jaccard	Pearson	PC 1-4	Fibroblast Of Arm	ENCODE	Paired	Fibroblast
Ranks	R_ENCBS825MQT	0.138022163374695	Jaccard	Pearson	PC 1-4	Muscle Of Back	Roadmap	Single	Muscle Of Back
Ranks	R_ENCBS105LQM	0.167261830274943	Jaccard	Pearson	PC 1-4	Hindlimb Muscle	Roadmap	Single	Hindlimb Muscle
Ranks	B_S00CXR11	0.610637637632292	Jaccard	Pearson	PC 1-4	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Ranks	R_ENCBS198CXJ	-0.466656736153402	Jaccard	Pearson	PC 1-4	Thymus	Roadmap	Single	Thymus
Ranks	R_ENCBS988KQJ	0.174046140447274	Jaccard	Pearson	PC 1-4	Forelimb Muscle	Roadmap	Single	Forelimb Muscle
Ranks	R_ENCBS467PJB	0.59458108517475	Jaccard	Pearson	PC 1-4	Right Lung	Roadmap	Single	Lung
Ranks	R_ENCBS947JRD	0.163875902754568	Jaccard	Pearson	PC 1-4	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Ranks	R_ENCBS935VKR	0.018078128905924	Jaccard	Pearson	PC 1-4	Right Renal Pelvis	Roadmap	Single	Kidney
Ranks	E_371OZD_227VDO	-0.241172223387347	Jaccard	Pearson	PC 1-4	Adrenal Gland	ENCODE	Paired	Intestine
